Date,Open,High,Low,Close,Volume,MarketCap,btc_hash_rate,btc_difficulty,btc_n_transactions,btc_miners_revenue,Return,HL_Range,MA7,MA14,MA30,Volatility7,VolumeChange,Close_lag1,Close_lag2,RSI14,MACD,NextClose,Direction
2016-12-04,771.64,773.87,768.16,773.87,60557900.0,12363600000,2109770.1312,286765766820.0,245650.0,1422187.52,0.0035271996369059533,0.007378500264902421,756.6899999999999,748.6692857142856,733.588,0.011938818654967107,-0.12925591647698764,771.15,777.94,71.81262729124234,16.007970265519702,758.7,0.0
2016-12-06,758.72,765.62,758.72,764.22,116218000.0,12159400000,2138280.53838,286765766820.0,319762.0,1435055.31,0.0072756030051404075,0.009028813692392213,764.0485714285714,750.977857142857,737.1873333333333,0.0158102477281596,0.09265440049641316,758.7,773.87,56.52835548341281,14.891504772934127,768.13,1.0
2016-12-08,768.08,774.7,765.95,770.81,80111900.0,12312500000,2238066.9635,286765766820.0,282711.0,1516416.0,0.003488992748623243,0.011351694970226126,769.2600000000001,754.8392857142857,741.3860000000001,0.014690576320888871,-0.16918863253828575,768.13,764.22,66.21679064824656,14.714302520490719,772.79,1.0
2016-12-10,773.02,777.09,772.91,774.65,53843100.0,12394500000,1881686.87377,286765766820.0,250241.0,1287818.0,0.0024068634428500157,0.005395985283676581,769.0242857142857,759.8685714285714,745.0073333333333,0.009102382835025747,-0.2163181006414352,772.79,770.81,71.74177831912303,14.605091081270984,769.73,0.0
2016-12-12,770.04,781.92,770.04,780.09,76571000.0,12349800000,2223811.75991,286765766820.0,268662.0,1520295.45,0.01345926493705596,0.015229012037072638,771.4885714285713,765.7242857142857,749.286,0.005964471492895027,0.3360051925029748,769.73,774.65,72.48628884826331,14.193451810739816,780.56,1.0
2016-12-14,780.0,782.03,776.84,781.48,75979000.0,12512900000,1981473.29889,286765766820.0,286328.0,1354213.25,0.0011786409757097438,0.0066412448175256445,775.7299999999999,771.4921428571428,754.4523333333333,0.005842162478810901,-0.06940484239199662,780.56,780.09,69.98324958123952,14.15299230738242,778.09,0.0
2016-12-16,778.96,785.03,778.96,784.91,83608200.0,12498800000,2050571.62856,310153855703.0,279361.0,1317539.325,0.008765052885912894,0.007733370704921503,778.5014285714285,773.512857142857,758.025,0.006944571558019901,0.0248602293941782,778.09,781.48,55.16219819286026,13.677015914821823,790.83,1.0
2016-12-18,791.01,794.74,788.03,790.53,60524400.0,12694800000,2173914.28291,310153855703.0,235789.0,1398471.24,-0.00037934827965568907,0.00848797642088224,783.7842857142858,776.1085714285715,760.9846666666667,0.0062281407452892505,-0.2337694233939066,790.83,784.91,62.97103706010588,14.069845046613182,792.71,1.0
2016-12-20,792.25,801.34,791.5,800.88,99629300.0,12717600000,2127660.78753,310153855703.0,296473.0,1380945.28,0.01030641722698089,0.012286484866646729,788.49,781.1564285714286,764.6826666666667,0.005362779833628605,0.3304057879668405,792.71,790.53,84.02004454342982,14.682037128000616,834.28,1.0
2016-12-22,834.18,875.78,834.15,864.54,200027000.0,13393800000,2451435.25519,310153855703.0,314644.0,1717668.81,0.036270796375317715,0.04815277488606658,808.3828571428572,792.5764285714286,771.6233333333333,0.016672962740442752,0.2857188769476011,834.28,800.88,92.23974763406939,22.108949059007273,921.98,1.0
2016-12-24,922.18,923.48,886.34,898.82,137727000.0,14810300000,2112242.95573,310153855703.0,240820.0,1540552.325,-0.025119850755981665,0.04132084288289088,843.3914285714287,812.1021428571429,782.8206666666666,0.030891399511822036,-0.5001995906577057,921.98,864.54,83.07495604922488,33.93558115679707,896.18,0.0
2016-12-26,896.9,913.18,896.9,907.61,123771000.0,14407800000,2189332.1147,310153855703.0,244914.0,1610869.18,0.01275413421410887,0.017937219730941673,874.8985714285715,830.2428571428571,793.7126666666667,0.03055272106800353,-0.13847492430306618,896.18,898.82,84.18766756032167,38.91124232237712,933.2,1.0
2016-12-28,934.83,975.92,934.83,975.92,236630000.0,15020500000,2589949.67053,312083434211.0,305394.0,2011489.2,0.04577796828118297,0.042103860972210756,914.0357142857143,855.0342857142858,808.422,0.030827967854194612,0.41433762880436076,933.2,907.61,88.36319153973636,48.1285218409987,973.5,0.0
2016-12-30,972.53,972.53,934.83,961.24,187474000.0,15630200000,2479403.03825,317688400354.0,286818.0,1880751.855,-0.01259373394966612,0.039220173941991524,935.21,881.5871428571429,823.537,0.02444758566889758,-0.059432069034718094,973.5,975.92,84.18705649695605,53.1861527252081,963.74,1.0
2017-01-01,963.66,1003.08,958.7,998.33,147775000.0,15491200000,2463610.66221,317688400354.0,180502.0,1961202.6,0.03589142299790393,0.04445423857842597,959.077142857143,908.7807142857143,837.7823333333333,0.021524391724622262,0.49064256756688596,963.74,961.24,85.98143787228148,56.48212094960627,1021.75,1.0
2017-01-03,1021.6,1044.08,1021.6,1043.84,185168000.0,16426600000,2589949.67053,317688400354.0,301664.0,2141405.0,0.021619770002446748,0.021535867565910395,991.1885714285714,942.495,855.1346666666667,0.021242712983316557,-0.16660440623804484,1021.75,998.33,87.50308718202025,63.4514238707651,1154.73,1.0
2017-01-05,1156.73,1191.1,910.42,1013.38,510199000.0,18604000000,2210932.64557,317688400354.0,288501.0,1773876.0,-0.12240956760454824,0.2769740867196905,1022.4300000000001,976.0157142857144,876.641,0.06869230074736186,0.47906918764096407,1154.73,1043.84,64.52097560975609,70.938939925422,902.2,0.0
2017-01-07,903.49,908.59,823.56,908.59,279550000.0,14534400000,2195140.26953,317688400354.0,284719.0,1583004.57,0.00708268676568391,0.09358456509536764,1006.117142857143,975.3007142857142,885.7026666666666,0.08211560389762314,-0.20554399845400084,902.2,1013.38,50.8890385280361,48.6194072392077,911.2,1.0
2017-01-09,913.24,913.69,879.81,902.83,141877000.0,14694900000,2147763.14141,317688400354.0,269947.0,1548900.0,-0.00918568920105356,0.03752644462412648,976.6814285714287,976.032142857143,894.589,0.07893682671062839,-0.10608953155026302,911.2,908.59,49.562575496906916,33.049530855630564,907.68,1.0
2017-01-11,908.12,919.45,762.76,777.76,310929000.0,14615700000,2562350.13411,336899932795.0,303058.0,1522759.635,-0.1431341441917856,0.20146317630117266,903.3771428571428,960.0550000000001,899.1096666666667,0.06857630728251754,1.6848663304780325,907.68,902.83,33.83264799947784,11.951566394795577,804.83,1.0
2017-01-13,803.74,829.0,780.0,823.98,168968000.0,12939100000,2528855.36111,336899932795.0,275149.0,1577154.54,0.023793844662848063,0.05946746280249521,862.41,938.2028571428572,901.3353333333333,0.059942524994489446,-0.23999892050412452,804.83,777.76,39.34945218659797,-4.2489714400713865,818.41,0.0
2017-01-15,818.14,823.31,812.87,821.8,71013600.0,13174300000,2796813.54507,336899932795.0,235999.0,1716577.71,0.004142178125878138,0.012703820880992872,836.7557142857142,915.2128571428572,903.909,0.05952433790927407,-0.2369322815760886,818.41,823.98,35.677079107505065,-13.341349004644599,831.53,1.0
